Key;Label;Caminho;Path;File;EntityType;Risk;RiskDensity;EntityNr;SizeDocument
125;RPT000125;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA02-atualizado 26 jan\;Guia de remessa - CAIXA 1-2018-2.doc;Data, Nome;2;0,00025;8;2518
126;RPT000126;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN S. OLIVEIRA\;2TEN A. SILVA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;24;14886
127;RPT000127;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;avaliação por destacamento do avaliado_riachos.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;26;745
128;RPT000128;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AUDITORIA_2015\;DAGI _ AUDITORIA _2015.docx;Nome;1;0,00006;5;327
129;RPT000129;pdf;C:\Users\m12003091\Desktop\tania\rodrigo viagem\;documentos-acidente de 22out.pdf;;0;0;0;75534
130;RPT000130;doc;C:\Users\m12003091\Desktop\PASTA PAFs\Pafs 2011\2011\2 semestre\;PAF - datas de execução.doc;Profissao, Data, DesignacaoCP;2;0,00013;3;663
131;RPT000131;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;salvador peso.xlsx;Nome, DesignacaoCP;2;0,00025;7;1930
132;RPT000132;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;CTEN _MENDES SIMOES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1929
133;RPT000133;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;CABRITA DOS SANTOS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1897
134;RPT000134;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\;MAPA 1º SEMESTRE_2014_Isabel_JULHO_work.xlsx;Profissao, Data, Nome;2;0,00013;226;849
135;RPT000135;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\promoções\;modelo.docx;Profissao, Nome;2;0,00013;7;252
136;RPT000136;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\MSG CEFA\;MSG DITI _PROM. CAEIRO, ZAMBUJO.docx;Profissao, Nome;2;0,00013;9;243
137;RPT000137;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;SAJ PREIRA silva.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;13;1904
138;RPT000138;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;fernandes_dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1884
139;RPT000139;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\PROMOÇÕES _ MSG\;MSG DITI _PROM. CAEIRO, ZAMBUJO.docx;Profissao, Nome;2;0,00013;9;252
140;RPT000140;pdf;C:\Users\m12003091\Desktop\cadernatas\;cadernetaPredialContribuinte.jsp10.pdf;Profissao, CPostal, NIF, Data, Nome, DesignacaoCP;4;0,00051;20;5700
141;RPT000141;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\MSG\;veloso courela alexandre.docx;Data, Nome;2;0,00013;8;242
142;RPT000142;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\MSG CEFA\;MSG DAGI _CAB VIEGAS.docx;Profissao, Nome;2;0,00013;2;238
143;RPT000143;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;REIS DUARTE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1919
144;RPT000144;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;veloso.xlsx;Nome, DesignacaoCP;2;0,00025;8;1905
145;RPT000145;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;ASS,REDTEL _FERNANDO SOUSA.xlsx;Nome, DesignacaoCP;2;0,00025;9;1907
146;RPT000146;pdf;C:\Users\m12003091\Desktop\tania\;e-mails.pdf;;0;0;0;11662
147;RPT000147;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\NOTAS DITIC\;nota nº  resultado pafs_FERREIRA MONTEIRO DAGI.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;13;829
148;RPT000148;xls;C:\Users\m12003091\Desktop\Biblioteca_DITIC\Biblioteca_Lista de livros_DAGI_DITIC\Listas_antigas\;O6F-DAGI-BIBLI_1.xls;Filiacao, Profissao, Data, Nome;5;0,00064;79;4129
149;RPT000149;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;distribuicao.pdf;Nome;1;0,00013;1;1642
150;RPT000150;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA DITIC.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;746
151;RPT000151;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CTEN P. GARCIA\;1SAR M SILVA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;18;14925
152;RPT000152;xls;C:\Users\m12003091\Desktop\formação\PAFM II\PAFM_2014\;3044_pafm_junho2014_ditic.xls;Profissao, Data, Nome;2;0,00025;43;2285
153;RPT000153;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\MSG_PROMOÇÃO\;guia promoção _matias ferreira.xlsx;Nome, DesignacaoCP;2;0,00025;8;1915
154;RPT000154;xlsx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;SIADAP_avaliados  avaliadores_Conhecimento avaliações_controlo versão _1.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;198;329
155;RPT000155;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;Lista Pessoal_civil_2.xlsx;Profissao, Data, Nome;2;0,00013;187;417
156;RPT000156;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;saraiva de oliveira_GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;13;1899
157;RPT000157;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;veloso.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1928
158;RPT000158;xls;C:\Users\m12003091\Desktop\PASTA PAFs\Pafs 2011\2011\ditic\;M-129-2011_STEN TSN GONÇALVES FERREIRA_CEFA.xls;Data, Nome, DesignacaoCP;2;0,00025;9;2778
159;RPT000159;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\NOTAS\;NOTA Nº _DITIC_riachos.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;834
160;RPT000160;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\M129 - 2012-UAICM\Modelo\;MSG -1 TEN ROBOREDO.docx;Profissao, Nome;2;0,00025;2;1239
161;RPT000161;pdf;C:\Users\m12003091\Desktop\tania\;fatura oficina.pdf;;0;0;0;6281
162;RPT000162;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias cefa\;Silva monteiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1870
163;RPT000163;docx;C:\Users\M12003091_old\AppData\OICE_15_974FA576_32C1D314_11C7\;1218522F.docx;Profissao, CPostal, Nome, DesignacaoCP;2;0,00025;13;1078
164;RPT000164;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;sar baptista.xlsx;Data, Nome, DesignacaoCP;2;0,00025;8;1903
165;RPT000165;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\NOTAS Á DSF( DAGI)\;NOTA Nº 62.GAPAE.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;820
166;RPT000166;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;TEN BRANCO.xlsx;Nome, DesignacaoCP;2;0,00025;7;1936
167;RPT000167;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\SDIR DITIC\;CTEN S. OLIVEIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;19;14945
168;RPT000168;pdf;C:\Users\m12003091\Desktop\tania\;RECIBO_FATURA-AGUA_Alcoutim.pdf;;0;0;0;8087
169;RPT000169;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;ISOWebCoated.pdf;;0;0;0;26725
170;RPT000170;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;WebCoatedFOGRA28.pdf;;0;0;0;11268
171;RPT000171;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\M129 - 2012-UAICM\Modelo\;MSG -2 TEN MORÃO SALVADOR.docx;Profissao;1;0,00013;1;1204
172;RPT000172;docx;C:\Users\m12003091\Desktop\;Request For Visit MAI18 ITALIA caeiro.docx;Filiacao, Profissao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0,00064;22;1057
173;RPT000173;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA02-atualizado 26 jan\;Guia de remessa - CAIXA 1-2018-8.doc;Profissao, Data, Nome;2;0,00025;9;2516
174;RPT000174;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;nota_ditic_ apos homolgação_2015_moreiras.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;9;784
175;RPT000175;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DITIC\Avaliações 2012\;NOTA Nº71.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;10;763
176;RPT000176;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;DAGI.pdf;Nome;1;0,00013;2;13787
177;RPT000177;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;SOUSA MOTA.xlsx;Nome, DesignacaoCP;2;0,00025;10;1943
178;RPT000178;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\SSTI UAICM _ CEFA\;GUIA UAICM _ CAB FZ FREIRE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1923
179;RPT000179;xlsx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2016\CONTROLO DE ESTAGIOS\;Controlo dos ESTÁGIOS_2014_2015.xlsx;Profissao;1;0,00006;1;184
180;RPT000180;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Certificados de estagio - Miguel Fialho\;Modelo de Certificado de Frequência de Estágio.docx;Habilitacao, Profissao, Data, Nome, DesignacaoCP;2;0,00025;16;1127
181;RPT000181;docx;C:\Users\m12003091\Desktop\DIVERSOS\;Folheto SSTI Distribuição Conhecimento_Divulgação.docx;Nome, DesignacaoCP;2;0,00025;9;11409
182;RPT000182;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;1SAR BALKY FARIA.xlsx;Nome, DesignacaoCP;2;0,00025;9;1917
183;RPT000183;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;promoçãp goncalves ferreira.xlsx;Nome, DesignacaoCP;2;0,00025;8;1871
184;RPT000184;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;1SAR ETI CARVALHO SOARES.xlsx;Nome, DesignacaoCP;2;0,00025;12;1912
185;RPT000185;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;TEC REDTEL_vitor coimbra.xlsx;Nome, DesignacaoCP;2;0,00025;8;1951
186;RPT000186;pdf;C:\Users\m12003091\Desktop\cadernatas\;CHOÇAS.pdf;Profissao, CPostal, NIF, Data, Nome, DesignacaoCP;4;0,00051;21;5863
187;RPT000187;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;NOTA Nº41 AVALIAÕES.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;16;753
188;RPT000188;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;esp.inf godinho.xlsx;Nome, DesignacaoCP;2;0,00025;9;1954
189;RPT000189;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;NOTA CDIACM_STI_2016_avaliações priodicas.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;746
190;RPT000190;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\avaliações de militares\;NOTA SSTI_ Juízo Ampliativo_2015.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;15;758
191;RPT000191;xlsx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2018\;Plano Anual Estágios Marinha 2017_18.xlsx;Filiacao, Habilitacao, Profissao, Telemovel, Morada, EMAIL, Nome;5;0,00064;145;1202
192;RPT000192;docx;C:\Users\m12003091\Desktop\DESPACHOS\;CTEN AN LOMBA.docx;Nome, DesignacaoCP;2;0,00025;7;1495
193;RPT000193;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia UAICM PATRICIO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1941
194;RPT000194;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1 TEN V. NEVES\;1SAR ETI CASEIRO.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;18;14913
195;RPT000195;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\CEFA\;GUIA 129 CEFA_Martins Batista-03abr.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1914
196;RPT000196;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;BARROS.xlsx;Profissao, DesignacaoCP, Nome;2;0,00025;12;1879
197;RPT000197;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\NOTA DSF\;1sar almeida cdiacm.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;789
198;RPT000198;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\NOTAS DITIC\;nota nº 111_ditic.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;827
199;RPT000199;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX.MÉDICOS 2015\;Ass. tec adm. margarida neto_2015.xlsx;Nome, DesignacaoCP;2;0,00025;9;1922
200;RPT000200;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;avaliações por destacamento dos avaliados.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;26;772
201;RPT000201;xls;C:\Users\m12003091\Desktop\PASTA PAFs\Pafs 2011\2011\2 semestre\;PAF - listagem pessoal - 2semestre.xls;Habilitacao, Profissao, Data, DesignacaoCP, Nome;2;0,00025;745;8873
202;RPT000202;docx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2016\;Minuta Protocolo.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00025;21;1100
203;RPT000203;pdf;C:\Users\m12003091\Desktop\DIVERSOS\NUNO\;ANO 2012.pdf;;0;0;0;32771
204;RPT000204;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\2TEN N. RIBEIRO\;1SAR ETI C. FERREIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;18;14971
205;RPT000205;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\promoções\;guia promoção _TOMÉ MENDES.xlsx;Nome, DesignacaoCP;2;0,00025;7;1889
206;RPT000206;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\;SSTI_CARGOS.xls;Habilitacao, Profissao, Data, DesignacaoCP, Nome;2;0,00025;298;3342
207;RPT000207;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\MSG\;ditic _cefa.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;4;250
208;RPT000208;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\promoçoes\;saj c amaral.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1806
209;RPT000209;pdf;C:\Users\m12003091\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;CDIACM.pdf;Nome;1;0,00013;2;13256
210;RPT000210;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\VCEMA\;CALM RAPAZ LÉRIAS.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;14;15381
211;RPT000211;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\;MAPA 1º SEMESTRE_2014.xlsx;Profissao, Data, Nome;2;0,00013;236;563
212;RPT000212;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX.MÉDICOS 2015\;tec.inf. Manuela _2015.xlsx;Nome, DesignacaoCP;2;0,00025;9;1805
213;RPT000213;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;JOSÉ CARLOS COELHO PACHECO.xls;Profissao, Nome, DesignacaoCP;2;0,00025;13;2362
214;RPT000214;pdf;C:\Users\m12003091\Desktop\tania\;1º-Teste.pdf;Data, DesignacaoCP;2;0,00025;2;1568
215;RPT000215;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;saj _ vidal.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1921
216;RPT000216;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\Ditic\Certificados de estagio- Vicente Dias\;Modelo de Certificado de Frequência de Estágio.docx;Habilitacao, Profissao, Data, Nome, DesignacaoCP;2;0,00025;15;1120
217;RPT000217;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;SAJ ETA SILVA MATOS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1904
218;RPT000218;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;4443_20180702_OF_4924_DGRDN_AGÊNCIA EUROPEIA DEFESA. PLANO DESENVOLVIMENTO CAPACIDADES EUROPEIAS.pdf;Data, Nome;2;0,00025;6;50473
219;RPT000219;docx;C:\Users\m12003091\Desktop\DIVERSOS\MINUTAS\;Minuta_Oficio_VISITA IEFP Setúbal .docx;Profissao, Morada, CPostal, Data, EMAIL, Nome, DesignacaoCP;2;0,00025;21;1957
220;RPT000220;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\MSG\;santos caeiro.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;5;248
221;RPT000221;xlsx;C:\Users\m12003091\Desktop\DIVERSOS\;Vacina da Gripe 2015 - Listagem do pessoal.xlsx;Saude, Data, Nome;5;0,00032;66;272
222;RPT000222;doc;C:\Users\m12003091\Desktop\Biblioteca_DITIC\CEDENCIA_DITIC\;CEDÊNCIA TEMPORÁRIA DE PUBLICAÇÕES STEN NOGUEIRA DINIS.doc;Data, Nome, DesignacaoCP;2;0,00025;4;1050
223;RPT000223;doc;C:\Users\m12003091\Desktop\DESPACHOS\;DESPACHO DIRECTOR DAGI.doc;Profissao, Nome;2;0,00025;20;1832
224;RPT000224;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;barradas_GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1917
225;RPT000225;pdf;C:\Users\m12003091\Desktop\formação\Formação£estágios\2016\;Modelo de Protocolo de Estágio.pdf;Filiacao, Profissao, Morada, CPostal, Nome;5;0,00064;26;18306
226;RPT000226;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\STI 1º E 2º SEMESTRE\;CHARRUADAS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1911
227;RPT000227;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;ten Manso_DAGI.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1787
228;RPT000228;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;RODRIGUES SIMÕES.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;8;1924
229;RPT000229;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;ACORREIA DE OLIVEIRA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1953
230;RPT000230;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;Bolsa Tania.pdf;;0;0;0;21421
231;RPT000231;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;MARTINS ROSA_ GUIA CEFA.xlsx;Data, Nome, DesignacaoCP;2;0,00025;10;1907
232;RPT000232;docx;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;Minuta Protocolo - IEFP - SEIXAL.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00025;28;1342
233;RPT000233;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;teresa gama.xlsx;Nome, DesignacaoCP;2;0,00025;7;1926
234;RPT000234;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias cefa\;rui deus_DAGI.xlsx;Data, Nome, DesignacaoCP;2;0,00025;12;1906
235;RPT000235;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES CDIACM\CDIACM_MILITARES_CIVIS_2013\;NOTA Nº20 AVALIAÇOES CDIACM.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;13;827
236;RPT000236;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;avaliação por destacamento do avaliado_Pires.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;10;788
237;RPT000237;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\promoções\;MSG DITICMAR _PROMOCAO_Tomé Mendes.docx;Profissao, Nome;2;0,00013;3;253
238;RPT000238;pdf;C:\Users\m12003091\Desktop\formação\;Pages from DOC-2.pdf;;0;0;0;431
239;RPT000239;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA02-atualizado 26 jan\;Guia de remessa - CAIXA 1-2018-1.doc;Data, Nome;2;0,00025;8;2515
240;RPT000240;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;2TEN PAULA SIMÕES_ DAGI.xlsx;Nome, DesignacaoCP;2;0,00025;8;1890
241;RPT000241;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;ARACCHANDE.xlsx;Nome, DesignacaoCP;2;0,00025;8;1874
242;RPT000242;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA03- atualizadado 29 jan\;Guia de remessa - CAIXA 1-2018-6.doc;Profissao, Data, Nome;2;0,00025;9;2532
243;RPT000243;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;avaliação por destacamento do1º avaliadoba do batista de sousa.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;12;795
244;RPT000244;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;MARTINS ROSA.xlsx;Nome, DesignacaoCP;2;0,00025;8;1931
245;RPT000245;pdf;C:\Users\m12003091\Desktop\carimbos\;distribuicao.pdf;Nome;1;0,00013;1;1642
246;RPT000246;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFs 2º SEMESTRE 2012\GUIAS\DAGI\;GUIA Á UAICM -GARCIA FARIA.xlsx;Nome, DesignacaoCP;2;0,00025;8;2856
247;RPT000247;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;promoçao silva pereira.xlsx;Nome, DesignacaoCP;2;0,00025;7;1925
248;RPT000248;pdf;C:\Users\m12003091\Desktop\Nova pasta\;20180711 Proposta n.º 11 11 JUL 10 DITIC - Mapa Qualificações.pdf;Habilitacao, Profissao, Data, Nome, DesignacaoCP;2;0,00025;19;23171
249;RPT000249;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;CAB C _ Pinto Castro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1910
250;RPT000250;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\;EMA_PAF_2013.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;58;275
251;RPT000251;docx;C:\Users\m12003091\Desktop\formação\;escola Sto Andre - Barreiro_marinha_Guedes_Fialho.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00025;35;1320
252;RPT000252;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;matias ferreira.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1921
